Time	Open	High	Low	Close	Volume
2026-02-13 04:57:00	1.1862	1.1862	1.18615	1.18615	11	3
2026-02-13 04:58:00	1.18616	1.18618	1.18614	1.18616	11	3
2026-02-13 04:59:00	1.18615	1.18631	1.18615	1.18631	56	3
2026-02-13 05:00:00	1.18631	1.18635	1.18626	1.1863	40	3
2026-02-13 05:01:00	1.18628	1.18631	1.18616	1.18628	115	3
2026-02-13 05:02:00	1.18628	1.18645	1.18628	1.18635	105	3
2026-02-13 05:03:00	1.18632	1.18632	1.18624	1.18624	32	3
2026-02-13 05:04:00	1.18625	1.18626	1.18624	1.18625	6	3
2026-02-13 05:05:00	1.18624	1.18624	1.18599	1.186	39	2
2026-02-13 05:06:00	1.18601	1.18604	1.18588	1.1859	66	3
2026-02-13 05:07:00	1.18589	1.18593	1.18587	1.1859	62	4
2026-02-13 05:08:00	1.18589	1.1859	1.18583	1.1859	86	4
2026-02-13 05:09:00	1.1859	1.18608	1.1859	1.18608	16	3
2026-02-13 05:10:00	1.18608	1.18614	1.18603	1.18604	20	3
2026-02-13 05:11:00	1.18609	1.18612	1.18605	1.1861	39	3
2026-02-13 05:12:00	1.1861	1.18614	1.1861	1.18611	10	4
2026-02-13 05:13:00	1.18612	1.18614	1.1861	1.1861	19	3
2026-02-13 05:14:00	1.1861	1.1861	1.18602	1.1861	30	3
2026-02-13 05:15:00	1.1861	1.18613	1.18606	1.18609	31	3
2026-02-13 05:16:00	1.1861	1.18611	1.18605	1.18607	12	4
2026-02-13 05:17:00	1.18609	1.1861	1.18601	1.18602	46	4
2026-02-13 05:18:00	1.18601	1.1861	1.18601	1.18607	56	4
2026-02-13 05:19:00	1.18608	1.18609	1.18602	1.18607	19	4
2026-02-13 05:20:00	1.18609	1.18612	1.18606	1.18612	8	3
2026-02-13 05:21:00	1.18613	1.18625	1.1861	1.18625	36	4
2026-02-13 05:22:00	1.18624	1.18626	1.18622	1.18625	42	4
2026-02-13 05:23:00	1.18625	1.18635	1.18622	1.18624	51	4
2026-02-13 05:24:00	1.18625	1.18626	1.18619	1.18621	53	3
2026-02-13 05:25:00	1.18622	1.18628	1.18621	1.18628	59	5
2026-02-13 05:26:00	1.18628	1.18636	1.18626	1.18635	50	4
2026-02-13 05:27:00	1.18635	1.18639	1.18619	1.1862	95	4
2026-02-13 05:28:00	1.18619	1.18636	1.18619	1.18633	30	3
2026-02-13 05:29:00	1.18632	1.18632	1.18622	1.18622	47	3
2026-02-13 05:30:00	1.18621	1.18628	1.18619	1.18623	43	4
2026-02-13 05:31:00	1.18624	1.18636	1.18624	1.1863	42	4
2026-02-13 05:32:00	1.18629	1.18644	1.18628	1.18643	45	4
2026-02-13 05:33:00	1.18643	1.18643	1.18625	1.18635	49	3
2026-02-13 05:34:00	1.18635	1.18635	1.1862	1.1862	31	3
2026-02-13 05:35:00	1.18618	1.18628	1.18616	1.18628	65	3
2026-02-13 05:36:00	1.18628	1.18633	1.18628	1.18633	33	3
2026-02-13 05:37:00	1.18634	1.18636	1.18632	1.18633	37	3
2026-02-13 05:38:00	1.18632	1.18643	1.18629	1.1864	33	3
2026-02-13 05:39:00	1.18641	1.18647	1.1864	1.18647	30	5
2026-02-13 05:40:00	1.18646	1.18647	1.1864	1.1864	13	3
2026-02-13 05:41:00	1.18643	1.18644	1.18635	1.18635	36	3
2026-02-13 05:42:00	1.18634	1.18635	1.18624	1.18625	36	3
2026-02-13 05:43:00	1.18624	1.18627	1.18619	1.18625	31	3
2026-02-13 05:44:00	1.18625	1.18626	1.18623	1.18623	8	3
2026-02-13 05:45:00	1.18626	1.18626	1.1862	1.1862	12	3
2026-02-13 05:46:00	1.18621	1.18621	1.18612	1.18612	37	3
2026-02-13 05:47:00	1.18609	1.18613	1.18606	1.18612	30	3
2026-02-13 05:48:00	1.1861	1.1861	1.18601	1.18604	26	3
2026-02-13 05:49:00	1.18602	1.18606	1.18598	1.186	47	3
2026-02-13 05:50:00	1.18601	1.18603	1.18593	1.18596	47	3
2026-02-13 05:51:00	1.18596	1.18599	1.18588	1.18588	36	3
2026-02-13 05:52:00	1.1859	1.18597	1.18588	1.18591	69	3
2026-02-13 05:53:00	1.18593	1.18593	1.18579	1.18584	46	3
2026-02-13 05:54:00	1.18585	1.18596	1.18583	1.18595	40	3
2026-02-13 05:55:00	1.18597	1.18602	1.18593	1.18595	57	3
2026-02-13 05:56:00	1.18594	1.18596	1.18594	1.18594	41	4
2026-02-13 05:57:00	1.18596	1.18598	1.18593	1.18594	40	3
2026-02-13 05:58:00	1.18591	1.18598	1.18587	1.18593	36	3
2026-02-13 05:59:00	1.18591	1.18593	1.18589	1.18593	86	4
2026-02-13 06:00:00	1.18592	1.18592	1.18586	1.18586	50	3
2026-02-13 06:01:00	1.18587	1.18598	1.18587	1.18594	17	3
2026-02-13 06:02:00	1.18595	1.18615	1.18595	1.18608	133	3
2026-02-13 06:03:00	1.18609	1.1861	1.18601	1.18603	59	3
2026-02-13 06:04:00	1.18602	1.18602	1.18569	1.18569	76	3
2026-02-13 06:05:00	1.18569	1.18588	1.18569	1.18586	183	4
2026-02-13 06:06:00	1.18586	1.18612	1.18585	1.18601	119	4
2026-02-13 06:07:00	1.18603	1.18608	1.18603	1.18608	41	4
2026-02-13 06:08:00	1.1861	1.18615	1.18605	1.18608	35	3
2026-02-13 06:09:00	1.18607	1.18615	1.18607	1.18614	34	3
2026-02-13 06:10:00	1.18613	1.18613	1.18602	1.18605	47	2
2026-02-13 06:11:00	1.18603	1.18614	1.18599	1.18612	123	4
2026-02-13 06:12:00	1.18612	1.18612	1.18598	1.186	77	4
2026-02-13 06:13:00	1.18598	1.18598	1.18591	1.18594	109	4
2026-02-13 06:14:00	1.18594	1.18598	1.18594	1.18596	55	4
2026-02-13 06:15:00	1.18596	1.18596	1.1859	1.18592	181	5
2026-02-13 06:16:00	1.18592	1.18593	1.18579	1.18581	211	5
2026-02-13 06:17:00	1.18581	1.18581	1.18576	1.18579	86	4
2026-02-13 06:18:00	1.1858	1.18585	1.18578	1.1858	49	3
2026-02-13 06:19:00	1.18579	1.18595	1.18579	1.18595	79	2
2026-02-13 06:20:00	1.18594	1.18604	1.18593	1.18603	55	3
2026-02-13 06:21:00	1.18604	1.18614	1.186	1.18612	66	3
2026-02-13 06:22:00	1.18612	1.18614	1.18603	1.18607	70	2
2026-02-13 06:23:00	1.18606	1.18615	1.18603	1.18615	64	3
2026-02-13 06:24:00	1.18617	1.18617	1.18607	1.18612	84	3
2026-02-13 06:25:00	1.18613	1.18614	1.18597	1.18599	48	3
2026-02-13 06:26:00	1.18599	1.186	1.18576	1.18588	112	3
2026-02-13 06:27:00	1.18589	1.18593	1.18579	1.18579	58	3
2026-02-13 06:28:00	1.18578	1.18583	1.18575	1.18579	31	3
2026-02-13 06:29:00	1.18579	1.18581	1.18574	1.18575	88	4
2026-02-13 06:30:00	1.18577	1.18583	1.18573	1.18582	98	3
2026-02-13 06:31:00	1.1858	1.18584	1.18575	1.18575	23	3
2026-02-13 06:32:00	1.18577	1.18582	1.18568	1.18573	44	3
2026-02-13 06:33:00	1.18572	1.18572	1.18549	1.18549	152	4
2026-02-13 06:34:00	1.18549	1.18574	1.18547	1.18574	44	3
2026-02-13 06:35:00	1.18574	1.18575	1.18549	1.18549	65	3
2026-02-13 06:36:00	1.18547	1.18558	1.18543	1.18557	65	3
2026-02-13 06:37:00	1.18555	1.18569	1.18552	1.18557	87	3
2026-02-13 06:38:00	1.18557	1.18558	1.18549	1.18549	32	3
2026-02-13 06:39:00	1.1855	1.18554	1.18548	1.18548	44	3
2026-02-13 06:40:00	1.18548	1.18551	1.18543	1.18547	30	3
2026-02-13 06:41:00	1.18547	1.18549	1.1854	1.18543	51	3
2026-02-13 06:42:00	1.18543	1.18546	1.1854	1.18544	23	3
2026-02-13 06:43:00	1.18545	1.18548	1.18541	1.18542	25	2
2026-02-13 06:44:00	1.18541	1.18541	1.18533	1.18539	17	3
2026-02-13 06:45:00	1.18541	1.18553	1.18541	1.18548	45	3
2026-02-13 06:46:00	1.18548	1.18553	1.18546	1.18553	66	3
2026-02-13 06:47:00	1.18554	1.18558	1.18547	1.18552	38	3
2026-02-13 06:48:00	1.18553	1.18559	1.18551	1.18558	19	3
2026-02-13 06:49:00	1.18559	1.18577	1.18557	1.18575	73	3
2026-02-13 06:50:00	1.18574	1.18579	1.18564	1.18571	81	3
2026-02-13 06:51:00	1.18571	1.18572	1.18558	1.18565	26	2
2026-02-13 06:52:00	1.18567	1.18573	1.18563	1.18569	49	3
2026-02-13 06:53:00	1.1857	1.18573	1.1856	1.18563	48	3
2026-02-13 06:54:00	1.18566	1.18568	1.18551	1.18552	48	3
2026-02-13 06:55:00	1.18552	1.18555	1.18549	1.18549	57	4
2026-02-13 06:56:00	1.18551	1.1857	1.18551	1.18564	48	3
2026-02-13 06:57:00	1.18563	1.1857	1.18561	1.18565	27	3
2026-02-13 06:58:00	1.18566	1.18569	1.18559	1.18564	29	3
2026-02-13 06:59:00	1.18563	1.18563	1.18559	1.18561	14	3
2026-02-13 07:00:00	1.18559	1.18559	1.18543	1.18551	160	4
2026-02-13 07:01:00	1.18549	1.18552	1.18538	1.18538	29	2
2026-02-13 07:02:00	1.18536	1.1854	1.18529	1.18531	63	2
2026-02-13 07:03:00	1.18532	1.18532	1.18517	1.18523	88	3
2026-02-13 07:04:00	1.18521	1.18522	1.18517	1.1852	41	2
2026-02-13 07:05:00	1.18522	1.18526	1.18517	1.18519	97	3
2026-02-13 07:06:00	1.18517	1.18535	1.18517	1.18524	103	2
2026-02-13 07:07:00	1.18523	1.18525	1.18517	1.18518	50	3
2026-02-13 07:08:00	1.18519	1.18524	1.18506	1.18509	123	3
2026-02-13 07:09:00	1.1851	1.1851	1.18499	1.18501	112	3
2026-02-13 07:10:00	1.18499	1.18504	1.18496	1.185	215	3
2026-02-13 07:11:00	1.18502	1.18502	1.18475	1.18483	208	3
2026-02-13 07:12:00	1.18486	1.18519	1.18481	1.18519	122	2
2026-02-13 07:13:00	1.18519	1.18519	1.18488	1.18492	130	3
2026-02-13 07:14:00	1.18492	1.18499	1.18486	1.18499	84	2
2026-02-13 07:15:00	1.18499	1.18528	1.18499	1.18519	158	2
2026-02-13 07:16:00	1.1852	1.18523	1.1851	1.1852	105	3
2026-02-13 07:17:00	1.18517	1.18529	1.18512	1.18517	90	2
2026-02-13 07:18:00	1.18518	1.18521	1.18509	1.18517	79	3
2026-02-13 07:19:00	1.18516	1.18525	1.18514	1.18519	84	2
2026-02-13 07:20:00	1.18519	1.18532	1.18519	1.18531	86	2
2026-02-13 07:21:00	1.18529	1.18532	1.18524	1.18525	49	3
2026-02-13 07:22:00	1.18525	1.18528	1.1852	1.18524	65	3
2026-02-13 07:23:00	1.18523	1.18523	1.18513	1.18521	58	3
2026-02-13 07:24:00	1.1852	1.18524	1.18512	1.18514	81	3
2026-02-13 07:25:00	1.18516	1.18518	1.18487	1.18488	77	3
2026-02-13 07:26:00	1.18486	1.18514	1.18485	1.18509	76	3
2026-02-13 07:27:00	1.1851	1.18519	1.18508	1.18511	125	3
2026-02-13 07:28:00	1.18509	1.1852	1.18509	1.18516	29	3
2026-02-13 07:29:00	1.18518	1.18518	1.18509	1.18509	38	4
2026-02-13 07:30:00	1.18508	1.18509	1.18474	1.18476	156	3
2026-02-13 07:31:00	1.18475	1.18529	1.18475	1.18529	165	4
2026-02-13 07:32:00	1.18529	1.18531	1.1851	1.18515	67	4
2026-02-13 07:33:00	1.18515	1.18522	1.18513	1.18521	47	3
2026-02-13 07:34:00	1.1852	1.18525	1.18507	1.18511	85	2
2026-02-13 07:35:00	1.18512	1.18515	1.185	1.18506	146	3
2026-02-13 07:36:00	1.18506	1.18521	1.18505	1.18514	126	2
2026-02-13 07:37:00	1.18512	1.18512	1.18469	1.18474	154	3
2026-02-13 07:38:00	1.18477	1.18491	1.18476	1.1849	87	3
2026-02-13 07:39:00	1.18489	1.1849	1.18477	1.18477	91	3
2026-02-13 07:40:00	1.18478	1.18498	1.18476	1.18498	58	3
2026-02-13 07:41:00	1.18502	1.18503	1.18488	1.18496	57	2
2026-02-13 07:42:00	1.18496	1.18506	1.18489	1.18504	63	2
2026-02-13 07:43:00	1.18504	1.18526	1.18504	1.18524	119	3
2026-02-13 07:44:00	1.18524	1.18536	1.18518	1.18524	140	2
2026-02-13 07:45:00	1.18524	1.18528	1.18519	1.18522	130	3
2026-02-13 07:46:00	1.18521	1.18545	1.18521	1.1854	73	3
2026-02-13 07:47:00	1.18541	1.18549	1.1854	1.18546	53	3
2026-02-13 07:48:00	1.18548	1.18567	1.18548	1.18559	75	3
2026-02-13 07:49:00	1.18558	1.18566	1.18558	1.18566	83	3
2026-02-13 07:50:00	1.18565	1.18574	1.18563	1.18571	59	2
2026-02-13 07:51:00	1.18569	1.18571	1.18564	1.1857	46	3
2026-02-13 07:52:00	1.18566	1.18576	1.18564	1.18565	69	2
2026-02-13 07:53:00	1.18566	1.18584	1.18564	1.18582	71	3
2026-02-13 07:54:00	1.1858	1.18586	1.18579	1.18585	36	3
2026-02-13 07:55:00	1.18581	1.18585	1.1858	1.18585	58	4
2026-02-13 07:56:00	1.18588	1.18596	1.18585	1.18596	94	3
2026-02-13 07:57:00	1.18595	1.18599	1.18591	1.18597	82	4
2026-02-13 07:58:00	1.18597	1.18598	1.18585	1.18587	100	3
2026-02-13 07:59:00	1.18586	1.18591	1.18582	1.18585	122	4
2026-02-13 08:00:00	1.18584	1.18596	1.18584	1.18596	128	3
2026-02-13 08:01:00	1.18595	1.186	1.1859	1.18595	106	3
2026-02-13 08:02:00	1.18593	1.18601	1.18587	1.18595	108	3
2026-02-13 08:03:00	1.18594	1.18598	1.1858	1.18585	86	3
2026-02-13 08:04:00	1.18584	1.18589	1.18559	1.18576	173	2
2026-02-13 08:05:00	1.18574	1.18582	1.1857	1.18582	94	3
2026-02-13 08:06:00	1.18581	1.1859	1.18575	1.1859	91	3
2026-02-13 08:07:00	1.18588	1.18607	1.18587	1.18603	111	3
2026-02-13 08:08:00	1.18604	1.18619	1.18604	1.18615	98	3
2026-02-13 08:09:00	1.18613	1.18613	1.18593	1.18593	74	3
2026-02-13 08:10:00	1.18589	1.18604	1.18585	1.18603	58	3
2026-02-13 08:11:00	1.186	1.18606	1.18568	1.18568	141	3
2026-02-13 08:12:00	1.18568	1.18581	1.18567	1.1858	78	3
2026-02-13 08:13:00	1.18581	1.18581	1.1857	1.18573	60	3
2026-02-13 08:14:00	1.18574	1.18584	1.18571	1.18576	48	2
2026-02-13 08:15:00	1.18577	1.18587	1.18574	1.18586	57	2
2026-02-13 08:16:00	1.18587	1.18588	1.18573	1.18582	62	2
2026-02-13 08:17:00	1.18582	1.18582	1.18563	1.18568	57	3
2026-02-13 08:18:00	1.1857	1.18588	1.18568	1.18578	65	2
2026-02-13 08:19:00	1.18579	1.18582	1.1857	1.1858	68	3
2026-02-13 08:20:00	1.18581	1.18586	1.18573	1.18581	68	4
2026-02-13 08:21:00	1.18579	1.18605	1.18579	1.18605	81	3
2026-02-13 08:22:00	1.18603	1.18605	1.18587	1.18587	61	2
2026-02-13 08:23:00	1.18586	1.18593	1.18584	1.18591	62	2
2026-02-13 08:24:00	1.18589	1.1859	1.18576	1.18576	75	2
2026-02-13 08:25:00	1.18576	1.18585	1.18573	1.18585	56	2
2026-02-13 08:26:00	1.18583	1.18585	1.18574	1.18585	50	2
2026-02-13 08:27:00	1.18584	1.18592	1.18582	1.18591	68	2
2026-02-13 08:28:00	1.18591	1.18598	1.18587	1.18596	34	2
2026-02-13 08:29:00	1.18596	1.18596	1.18584	1.18584	52	2
2026-02-13 08:30:00	1.18582	1.18582	1.18561	1.18576	112	3
2026-02-13 08:31:00	1.18577	1.18583	1.18575	1.18581	37	2
2026-02-13 08:32:00	1.1858	1.18581	1.18574	1.18578	34	2
2026-02-13 08:33:00	1.18576	1.18578	1.18564	1.18568	96	2
2026-02-13 08:34:00	1.18569	1.18575	1.1856	1.18573	73	2
2026-02-13 08:35:00	1.18571	1.18584	1.18571	1.18583	39	2
2026-02-13 08:36:00	1.18584	1.18589	1.18579	1.18584	54	3
2026-02-13 08:37:00	1.18583	1.18583	1.18571	1.18577	52	3
2026-02-13 08:38:00	1.18578	1.1858	1.18568	1.1858	76	2
2026-02-13 08:39:00	1.18578	1.18585	1.18577	1.18583	39	2
2026-02-13 08:40:00	1.18582	1.18592	1.18582	1.1859	31	2
2026-02-13 08:41:00	1.1859	1.1859	1.18583	1.18589	29	2
2026-02-13 08:42:00	1.18589	1.1859	1.18578	1.18589	76	2
2026-02-13 08:43:00	1.18589	1.18594	1.18584	1.18589	49	3
2026-02-13 08:44:00	1.18588	1.18593	1.18581	1.18583	77	2
2026-02-13 08:45:00	1.18582	1.18597	1.18576	1.18593	68	3
2026-02-13 08:46:00	1.18594	1.18596	1.1859	1.18595	42	3
2026-02-13 08:47:00	1.18595	1.18595	1.18586	1.1859	46	2
2026-02-13 08:48:00	1.1859	1.18609	1.18589	1.18605	78	2
2026-02-13 08:49:00	1.18603	1.18603	1.18593	1.18597	47	3
2026-02-13 08:50:00	1.18597	1.18606	1.18593	1.186	40	2
2026-02-13 08:51:00	1.18599	1.18606	1.18596	1.18601	66	2
2026-02-13 08:52:00	1.18602	1.18603	1.18593	1.18593	47	2
2026-02-13 08:53:00	1.18593	1.18603	1.18586	1.186	48	3
2026-02-13 08:54:00	1.18603	1.18606	1.18598	1.18605	37	3
2026-02-13 08:55:00	1.18605	1.18616	1.18605	1.18616	49	2
2026-02-13 08:56:00	1.18615	1.18617	1.18608	1.18608	23	2
2026-02-13 08:57:00	1.18608	1.18623	1.18608	1.18623	56	2
2026-02-13 08:58:00	1.18624	1.18624	1.18617	1.18624	46	2
2026-02-13 08:59:00	1.18625	1.18628	1.18619	1.18624	55	2
2026-02-13 09:00:00	1.18625	1.18636	1.18622	1.18635	67	2
2026-02-13 09:01:00	1.18635	1.18648	1.18635	1.18645	59	2
2026-02-13 09:02:00	1.18642	1.18666	1.18642	1.18651	116	2
2026-02-13 09:03:00	1.18651	1.18657	1.18645	1.18652	58	2
2026-02-13 09:04:00	1.18649	1.18664	1.18649	1.18656	46	3
2026-02-13 09:05:00	1.18656	1.18659	1.18653	1.18656	63	2
2026-02-13 09:06:00	1.18656	1.18659	1.18654	1.18656	37	2
2026-02-13 09:07:00	1.18656	1.1866	1.18649	1.1865	57	2
2026-02-13 09:08:00	1.18649	1.18653	1.18648	1.18652	100	3
2026-02-13 09:09:00	1.18653	1.18653	1.18647	1.1865	108	3
2026-02-13 09:10:00	1.1865	1.18654	1.18647	1.1865	124	3
2026-02-13 09:11:00	1.18649	1.18653	1.18647	1.1865	84	2
2026-02-13 09:12:00	1.18651	1.18651	1.18632	1.18644	117	2
2026-02-13 09:13:00	1.1864	1.18653	1.18637	1.18647	29	2
2026-02-13 09:14:00	1.18648	1.18655	1.18643	1.18643	49	3
2026-02-13 09:15:00	1.18643	1.18646	1.18643	1.18643	13	2
2026-02-13 09:16:00	1.18644	1.18657	1.18642	1.18642	81	2
2026-02-13 09:17:00	1.18641	1.18641	1.18621	1.18623	71	3
2026-02-13 09:18:00	1.18622	1.18622	1.18609	1.18613	88	3
2026-02-13 09:19:00	1.18613	1.18634	1.18613	1.18626	43	3
2026-02-13 09:20:00	1.18625	1.18633	1.18621	1.18633	103	3
2026-02-13 09:21:00	1.18633	1.18641	1.18633	1.1864	55	2
2026-02-13 09:22:00	1.18637	1.18637	1.18626	1.18628	42	2
2026-02-13 09:23:00	1.18626	1.18627	1.1862	1.18627	38	2
2026-02-13 09:24:00	1.18626	1.18633	1.18621	1.18633	38	2
2026-02-13 09:25:00	1.18635	1.18635	1.1862	1.1862	35	2
2026-02-13 09:26:00	1.18619	1.18626	1.18619	1.18623	40	3
2026-02-13 09:27:00	1.18624	1.18626	1.18619	1.1862	174	4
2026-02-13 09:28:00	1.18621	1.18633	1.18618	1.18633	49	3
2026-02-13 09:29:00	1.18631	1.18636	1.18626	1.18628	76	3
2026-02-13 09:30:00	1.1863	1.1863	1.18622	1.18622	44	2
2026-02-13 09:31:00	1.18618	1.18623	1.18617	1.18622	54	2
2026-02-13 09:32:00	1.18622	1.18627	1.18617	1.18626	53	2
2026-02-13 09:33:00	1.18628	1.18628	1.18622	1.18625	38	2
2026-02-13 09:34:00	1.18626	1.18626	1.18619	1.1862	116	3
2026-02-13 09:35:00	1.18621	1.18626	1.1862	1.18622	102	4
2026-02-13 09:36:00	1.18622	1.18633	1.1862	1.18622	143	4
2026-02-13 09:37:00	1.18622	1.18624	1.1862	1.18622	50	4
2026-02-13 09:38:00	1.18622	1.18626	1.18618	1.18621	97	4
2026-02-13 09:39:00	1.1862	1.18628	1.18619	1.18623	149	3
2026-02-13 09:40:00	1.18624	1.18637	1.18623	1.18626	78	2
2026-02-13 09:41:00	1.18626	1.18634	1.18622	1.18634	119	3
2026-02-13 09:42:00	1.18635	1.1864	1.18629	1.18639	186	4
2026-02-13 09:43:00	1.1864	1.1865	1.18637	1.18648	94	3
2026-02-13 09:44:00	1.18648	1.18648	1.18643	1.18645	39	3
2026-02-13 09:45:00	1.18646	1.18655	1.18644	1.18648	34	2
2026-02-13 09:46:00	1.1865	1.1865	1.18643	1.18644	28	2
2026-02-13 09:47:00	1.18646	1.18652	1.18644	1.18652	32	2
2026-02-13 09:48:00	1.18651	1.18659	1.18651	1.18659	51	4
2026-02-13 09:49:00	1.18658	1.18663	1.18652	1.18652	57	2
2026-02-13 09:50:00	1.18651	1.1866	1.18651	1.18659	55	2
2026-02-13 09:51:00	1.18658	1.1866	1.18649	1.18649	80	3
2026-02-13 09:52:00	1.1865	1.18653	1.18649	1.18653	26	3
2026-02-13 09:53:00	1.18652	1.18654	1.18647	1.18648	66	3
2026-02-13 09:54:00	1.18649	1.1865	1.18634	1.18637	34	3
2026-02-13 09:55:00	1.18638	1.18638	1.18627	1.18628	54	3
2026-02-13 09:56:00	1.18628	1.18635	1.18623	1.18625	56	3
2026-02-13 09:57:00	1.18625	1.1863	1.18618	1.18618	42	3
2026-02-13 09:58:00	1.18617	1.18619	1.18613	1.18614	69	3
2026-02-13 09:59:00	1.18609	1.18609	1.18603	1.18604	67	3
2026-02-13 10:00:00	1.18602	1.18609	1.18586	1.18604	117	3
2026-02-13 10:01:00	1.18605	1.18608	1.18599	1.18602	94	3
2026-02-13 10:02:00	1.18601	1.18608	1.18596	1.186	132	3
2026-02-13 10:03:00	1.18599	1.18603	1.18594	1.186	52	3
2026-02-13 10:04:00	1.18598	1.18598	1.18582	1.18596	96	4
2026-02-13 10:05:00	1.18596	1.18606	1.18593	1.18593	60	3
2026-02-13 10:06:00	1.18592	1.18594	1.18582	1.18583	67	3
2026-02-13 10:07:00	1.18582	1.18589	1.18579	1.18583	46	3
2026-02-13 10:08:00	1.18583	1.18584	1.18566	1.18566	80	3
2026-02-13 10:09:00	1.18568	1.18577	1.18562	1.18572	44	2
2026-02-13 10:10:00	1.1857	1.1858	1.1857	1.18579	44	3
2026-02-13 10:11:00	1.18579	1.18592	1.18579	1.18591	49	3
2026-02-13 10:12:00	1.18592	1.18606	1.18592	1.18606	37	3
2026-02-13 10:13:00	1.18604	1.18604	1.18595	1.18595	28	3
2026-02-13 10:14:00	1.18595	1.18595	1.18584	1.18587	44	2
2026-02-13 10:15:00	1.18585	1.1859	1.18583	1.1859	46	3
2026-02-13 10:16:00	1.1859	1.18599	1.1859	1.18592	49	2
2026-02-13 10:17:00	1.18593	1.18599	1.18578	1.18578	27	2
2026-02-13 10:18:00	1.18577	1.1858	1.18568	1.18568	58	2
2026-02-13 10:19:00	1.18568	1.1857	1.18557	1.18557	68	4
2026-02-13 10:20:00	1.18557	1.18559	1.18551	1.18559	53	2
2026-02-13 10:21:00	1.18561	1.18571	1.18554	1.18569	64	2
2026-02-13 10:22:00	1.18567	1.18567	1.18549	1.18549	37	2
2026-02-13 10:23:00	1.18549	1.18554	1.18544	1.18554	17	3
2026-02-13 10:24:00	1.18553	1.18559	1.18549	1.18554	33	2
2026-02-13 10:25:00	1.18556	1.18558	1.18543	1.18558	92	3
2026-02-13 10:26:00	1.18558	1.18566	1.18556	1.18558	39	3
2026-02-13 10:27:00	1.1856	1.18568	1.18559	1.18568	22	2
2026-02-13 10:28:00	1.18567	1.18571	1.18559	1.18559	41	2
2026-02-13 10:29:00	1.18559	1.18562	1.18553	1.18562	26	3
2026-02-13 10:30:00	1.1856	1.18563	1.18556	1.18563	43	3
2026-02-13 10:31:00	1.18564	1.18564	1.18557	1.1856	40	2
2026-02-13 10:32:00	1.18561	1.18561	1.18548	1.18548	52	3
2026-02-13 10:33:00	1.18546	1.18546	1.18529	1.18533	79	3
2026-02-13 10:34:00	1.18534	1.18547	1.18534	1.18543	36	2
2026-02-13 10:35:00	1.18541	1.18542	1.18538	1.18539	16	2
2026-02-13 10:36:00	1.1854	1.18542	1.18538	1.18542	18	2
2026-02-13 10:37:00	1.18543	1.1855	1.1854	1.1855	36	2
2026-02-13 10:38:00	1.1855	1.18559	1.1855	1.18552	35	3
2026-02-13 10:39:00	1.18552	1.18556	1.18549	1.18553	42	2
2026-02-13 10:40:00	1.18552	1.18554	1.18547	1.18548	28	2
2026-02-13 10:41:00	1.1855	1.18554	1.18539	1.18541	46	2
2026-02-13 10:42:00	1.18543	1.18563	1.18543	1.18563	67	2
2026-02-13 10:43:00	1.18561	1.18561	1.1854	1.18543	57	2
2026-02-13 10:44:00	1.18544	1.18554	1.18541	1.18554	33	2
2026-02-13 10:45:00	1.18556	1.18563	1.1855	1.1855	43	2
2026-02-13 10:46:00	1.18552	1.18569	1.18552	1.18566	66	3
2026-02-13 10:47:00	1.18566	1.18566	1.18556	1.18556	67	3
2026-02-13 10:48:00	1.18555	1.18555	1.18536	1.18539	47	2
2026-02-13 10:49:00	1.18539	1.18555	1.18538	1.18553	62	2
2026-02-13 10:50:00	1.18551	1.18563	1.18551	1.18561	67	2
2026-02-13 10:51:00	1.18563	1.18568	1.18559	1.18565	97	2
2026-02-13 10:52:00	1.18566	1.18576	1.1856	1.18575	106	3
2026-02-13 10:53:00	1.18574	1.18574	1.18549	1.18549	235	4
2026-02-13 10:54:00	1.18551	1.18559	1.18546	1.18559	48	3
2026-02-13 10:55:00	1.1856	1.18582	1.18559	1.18574	134	2
2026-02-13 10:56:00	1.18574	1.18574	1.18561	1.18562	101	3
2026-02-13 10:57:00	1.18563	1.18571	1.18561	1.18562	121	3
2026-02-13 10:58:00	1.18564	1.18567	1.18555	1.18556	95	3
2026-02-13 10:59:00	1.18558	1.18574	1.18554	1.18572	79	3
2026-02-13 11:00:00	1.18575	1.18575	1.18554	1.18565	118	3
2026-02-13 11:01:00	1.18566	1.1858	1.18565	1.18579	59	3
2026-02-13 11:02:00	1.18582	1.18599	1.18578	1.18595	98	3
2026-02-13 11:03:00	1.18592	1.18597	1.18588	1.18594	78	3
2026-02-13 11:04:00	1.18593	1.18594	1.18576	1.18582	74	3
2026-02-13 11:05:00	1.1858	1.18594	1.18574	1.18575	107	3
2026-02-13 11:06:00	1.18575	1.18583	1.18574	1.18578	65	2
2026-02-13 11:07:00	1.18577	1.1858	1.18568	1.18568	48	2
2026-02-13 11:08:00	1.1857	1.18572	1.18557	1.18557	55	3
2026-02-13 11:09:00	1.18557	1.1856	1.18549	1.18557	60	2
2026-02-13 11:10:00	1.18558	1.18559	1.18549	1.18554	55	2
2026-02-13 11:11:00	1.18557	1.18566	1.18556	1.18561	49	3
2026-02-13 11:12:00	1.18562	1.18563	1.18551	1.18555	98	2
2026-02-13 11:13:00	1.18558	1.18564	1.18554	1.1856	59	2
2026-02-13 11:14:00	1.18558	1.18599	1.18558	1.18599	69	2
